Event_ID,Event_start,Reaction_start,Impact,Event_end,Event_type,Crash_severity,Incident_type,Conflict_type,Narrative
151568790,0,1400,2200,4000,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
151569090,0,1600,5600,7400,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
143062592,0,400,1200,1800,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
96898046,0,800,2600,3300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151574320,0,500,1300,1800,Near-Crash,Not a Crash,Pedalcyclist-related,Conflict with pedalcyclist,
29859127,0,,1800,5400,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
29884811,0,200,2100,3300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
29878389,0,800,1500,2700,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
151569019,0,4000,4500,5300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
51722145,0,300,1000,2200,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
61426923,0,1100,3200,3800,Near-Crash,Not a Crash,Turn across path,Conflict with vehicle turning across another vehicle path (opposite direction),
151592264,0,900,2500,3800,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
29884810,0,2700,3400,4700,Near-Crash,Not a Crash,Turn into path (same direction),Conflict with vehicle turning into another vehicle path (same direction),
22583554,0,3100,4100,6800,Crash,I - Most Severe,"Rear-end, striking",Conflict with a lead vehicle,
151592265,0,1000,4400,6100,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
134032766,0,3600,6000,7200,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151592146,0,400,2200,2900,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151575007,0,2800,3100,3800,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151568900,0,3600,3300,4900,Crash,II - Police-reportable Crash,"Rear-end, struck",Conflict with a following vehicle,
29884195,0,1600,4800,5900,Near-Crash,Not a Crash,Pedalcyclist-related,Conflict with pedalcyclist,
151859371,0,400,2500,2500,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
151859546,0,500,2600,4100,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with merging vehicle,
138364494,0,500,1900,2700,Near-Crash,Not a Crash,Turn across path,Conflict with vehicle turning across another vehicle path (opposite direction),
151572359,0,1900,2900,3900,Near-Crash,Not a Crash,Animal-related,Conflict with animal,
131785452,0,,1800,3200,Crash,III  - Minor Crash,Other,Conflict with obstacle/object in roadway,
61111552,0,,2700,4000,Crash,III  - Minor Crash,Road departure (left or right),Single vehicle conflict,
135130209,0,600,2400,4300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
134032826,0,1100,4300,4600,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
35258332,0,900,2100,5400,Crash,II - Police-reportable Crash,Turn across path,Conflict with vehicle turning across another vehicle path (same direction),
29859065,0,3200,3300,5800,Near-Crash,Not a Crash,Backing into traffic,Conflict with parked vehicle,
35333343,0,800,2100,3800,Near-Crash,Not a Crash,Turn into path (opposite direction),Conflict with vehicle turning into another vehicle path (opposite direction),
138336116,0,,1300,3000,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
142029786,0,1600,2100,3600,Near-Crash,Not a Crash,Turn into path (opposite direction),Conflict with vehicle turning into another vehicle path (opposite direction),
134938012,0,1700,3100,5600,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
61426828,0,600,4800,5200,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
138362855,0,2800,3800,4900,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151550357,0,0,1700,2900,Near-Crash,Not a Crash,Other,Conflict with parked vehicle,
29712200,0,500,1100,4700,Crash,I - Most Severe,Straight crossing path,Conflict with vehicle moving across another vehicle path (through intersection),
135449407,0,1800,2800,3400,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
116168869,0,,1600,2800,Crash,III  - Minor Crash,Animal-related,Conflict with animal,
36841168,0,700,1500,3400,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
151856539,0,1800,1900,2500,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151607631,0,200,3500,3700,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
116168878,0,,2600,4500,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
29730851,0,,7900,8700,Crash,IV - Low-risk Tire Strike,Road departure (end),Single vehicle conflict,
60632653,0,,2100,4900,Crash,III  - Minor Crash,Road departure (left or right),Single vehicle conflict,
143062725,0,,3200,5900,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
61432373,0,800,1200,3500,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
132794966,0,,4700,5900,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
151588191,0,4600,6800,8400,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151870577,0,2100,3700,4200,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151588182,0,1700,2900,3300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
61432364,0,1000,2700,4500,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151859986,0,1600,3700,4400,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
61426838,0,4200,6000,6700,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151859815,0,700,3400,4100,Near-Crash,Not a Crash,Animal-related,Conflict with animal,
151863136,0,1500,2900,3300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151575019,0,1600,2800,3200,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
138353067,0,6200,6300,7400,Crash,III  - Minor Crash,Road departure (left or right),Single vehicle conflict,
128888509,0,3400,4500,5400,Near-Crash,Not a Crash,Turn into path (opposite direction),Conflict with vehicle turning into another vehicle path (opposite direction),
151569068,0,1700,2700,3500,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151582647,0,1200,2100,4100,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
138077535,0,1100,2800,3200,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
33575094,0,700,1900,2500,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
33575093,0,3900,5200,7800,Near-Crash,Not a Crash,Turn across path,Conflict with vehicle turning across another vehicle path (same direction),
151573874,0,2300,2400,4200,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
138608237,0,1000,2500,3300,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
151856722,0,900,1300,2100,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
151864757,0,1200,2800,3100,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151568566,0,1400,2200,3400,Near-Crash,Not a Crash,Pedestrian-related,Conflict with pedestrian,
151573881,0,600,2000,2600,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with merging vehicle,
138300859,0,400,4300,4400,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151606573,0,1100,1900,3200,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
61211847,0,,5500,7100,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
143062683,0,400,3900,4500,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with parked vehicle,
61114490,0,,1300,3600,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
36841164,0,,6300,9800,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
151568561,0,1300,3000,3900,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151865020,0,600,2100,2200,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
151586560,0,400,2800,6000,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with merging vehicle,
130475660,0,1600,2900,3500,Near-Crash,Not a Crash,Backing into traffic,Conflict with parked vehicle,
151859959,0,1100,3300,4500,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
116168899,0,100,1500,2100,Crash,III  - Minor Crash,Animal-related,Conflict with animal,
143062656,0,1600,4000,7300,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with merging vehicle,
35826914,0,,5700,8600,Crash,I - Most Severe,"Rear-end, struck",Conflict with a following vehicle,
150714963,0,1600,2400,3500,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
151607568,0,3500,5600,6200,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151581537,0,1300,5300,6400,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151569121,0,5300,6900,8500,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
151573879,0,400,3700,5000,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
135427513,0,600,2900,3600,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151580976,0,3300,5200,6100,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151569214,0,2300,3600,4900,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
61114315,0,5400,6000,9200,Crash,III  - Minor Crash,Road departure (left or right),Single vehicle conflict,
151865357,0,1800,2800,3200,Near-Crash,Not a Crash,Road departure (left or right),Single vehicle conflict,
142007845,0,3000,3800,5300,Crash,III  - Minor Crash,"Rear-end, struck",Conflict with a following vehicle,
151569164,0,3800,6000,7000,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
136043275,0,1600,4300,4400,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
136394363,0,1000,2300,3100,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
138350558,0,600,3100,3400,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
138592258,0,1000,1700,2000,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
135947089,0,6200,7700,9100,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
22592887,0,2100,6100,7400,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
134937991,0,500,1100,2200,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151589502,0,300,3000,3800,Near-Crash,Not a Crash,Turn into path (opposite direction),Conflict with vehicle turning into another vehicle path (opposite direction),
151569080,0,900,3900,5100,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
132528476,0,0,3200,6900,Crash,I - Most Severe,Road departure (left or right),Single vehicle conflict,
138364503,0,700,2300,3100,Near-Crash,Not a Crash,Other,Conflict with parked vehicle,
138364504,0,200,1800,3500,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
138364454,0,1800,8200,9000,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
142030134,0,2300,2700,4500,Crash,III  - Minor Crash,Backing into traffic,Conflict with a lead vehicle,
61211849,0,,5800,8600,Crash,III  - Minor Crash,Road departure (left or right),Single vehicle conflict,
138364482,0,200,1600,2300,Near-Crash,Not a Crash,Straight crossing path,Conflict with vehicle moving across another vehicle path (through intersection),
151569170,0,2000,3800,5100,Near-Crash,Not a Crash,"Rear-end, struck",Conflict with a following vehicle,
151864964,0,2300,4000,4400,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151576342,0,1700,4700,5200,Near-Crash,Not a Crash,Road departure (end),Single vehicle conflict,
131286520,0,1200,3200,4400,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151870549,0,1600,3900,4700,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
151589517,0,800,2100,3100,Near-Crash,Not a Crash,Animal-related,Conflict with animal,
116592026,0,1100,1700,2800,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
116168844,0,,4200,5600,Crash,I - Most Severe,"Rear-end, struck",Conflict with a following vehicle,
151864970,0,2600,5500,6000,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
132704675,0,1000,1800,3600,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
151568954,0,1000,2500,3300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
51722206,0,100,3100,4100,Near-Crash,Not a Crash,Turn into path (same direction),Conflict with vehicle turning into another vehicle path (same direction),
76264677,0,2500,3000,4900,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
116168858,0,2500,4400,5200,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
61109404,0,0,2900,3500,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with merging vehicle,
151086463,0,3000,3800,5100,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
142007925,0,1200,1300,7900,Crash,III  - Minor Crash,Road departure (left or right),Single vehicle conflict,
116591900,0,3000,3400,5000,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
151587529,0,200,1000,2800,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
151569047,0,700,3100,4800,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
133321845,0,100,800,2300,Crash,III  - Minor Crash,Animal-related,Conflict with animal,
116168913,0,3100,4200,5700,Crash,III  - Minor Crash,"Rear-end, struck",Conflict with a following vehicle,
151587817,0,400,1800,2500,Near-Crash,Not a Crash,Straight crossing path,Conflict with vehicle moving across another vehicle path (through intersection),
33575089,0,1300,2500,3500,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with a lead vehicle,
61426797,0,800,4400,7300,Near-Crash,Not a Crash,Turn into path (opposite direction),Conflict with vehicle turning into another vehicle path (opposite direction),
116168914,0,600,1100,2500,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
116147345,0,800,2500,3800,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
128906344,0,1800,2300,5200,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
151859492,0,200,1200,2900,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
151568478,0,2100,3200,4000,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with merging vehicle,
132620454,0,4900,5300,6100,Crash,II - Police-reportable Crash,"Rear-end, striking",Conflict with a lead vehicle,
151856687,0,500,500,2000,Crash,III  - Minor Crash,Animal-related,Conflict with animal,
151878894,0,200,1100,1800,Near-Crash,Not a Crash,Animal-related,Conflict with animal,
116224304,0,5400,5900,6800,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
29714710,0,,2300,8700,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
151600320,0,2400,5800,6100,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151568677,0,300,5400,8700,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
61211923,0,,6200,7600,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
35333357,0,200,1000,1800,Near-Crash,Not a Crash,Straight crossing path,Conflict with vehicle moving across another vehicle path (through intersection),
61211780,0,,500,2700,Crash,III  - Minor Crash,Road departure (left or right),Single vehicle conflict,
151573575,0,600,1000,1500,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
35257215,0,4300,4400,6800,Crash,III  - Minor Crash,Turn into path (same direction),Conflict with vehicle turning into another vehicle path (same direction),
151337902,0,1300,3000,3500,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151859606,0,800,1100,1800,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
151568978,0,2200,3000,4000,Near-Crash,Not a Crash,Road departure (left or right),Single vehicle conflict,
138337962,0,,1800,2800,Crash,III  - Minor Crash,Road departure (left or right),Single vehicle conflict,
151607627,0,500,1300,1600,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
61114493,0,3800,3600,5200,Crash,III  - Minor Crash,Road departure (left or right),Single vehicle conflict,
151582640,0,800,1900,3100,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
131785448,0,200,2400,3100,Near-Crash,Not a Crash,Turn across path,Conflict with vehicle turning across another vehicle path (opposite direction),
151609726,0,2200,2900,4300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151592974,0,500,1700,2600,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151594456,0,400,1800,2600,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
135427574,0,,3600,4200,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
151856519,0,800,2000,2700,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151568909,0,,2500,3800,Crash,III  - Minor Crash,"Rear-end, struck",Conflict with a following vehicle,
151592650,0,800,1300,2000,Near-Crash,Not a Crash,Animal-related,Conflict with animal,
132520587,0,2600,3200,4600,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
51722201,0,,5800,8100,Crash,II - Police-reportable Crash,"Rear-end, striking",Conflict with a lead vehicle,
151610505,0,800,1600,2800,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
142005150,0,100,2800,3400,Near-Crash,Not a Crash,Turn into path (same direction),Conflict with vehicle turning into another vehicle path (same direction),
151573029,0,7200,8400,8800,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151859790,0,1400,4200,5400,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
61211844,0,,7900,11100,Crash,III  - Minor Crash,Road departure (left or right),Single vehicle conflict,
130473600,0,700,3000,4100,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
143062642,0,800,4500,5300,Near-Crash,Not a Crash,Turn into path (opposite direction),Conflict with vehicle turning into another vehicle path (opposite direction),
116591902,0,3800,4800,5100,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151337519,0,1500,2800,3500,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
128906353,0,,6700,7600,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
151600679,0,1700,2100,2900,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151589505,0,300,2000,2000,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
135279652,0,1600,6300,6700,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
116168915,0,5700,5900,7600,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
151864838,0,600,900,1800,Crash,III  - Minor Crash,Road departure (end),Single vehicle conflict,
151859447,0,400,1700,3100,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
61385887,0,1100,2100,3400,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151589140,0,2000,2300,2900,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151575016,0,500,2600,3000,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
131785444,0,,6500,7500,Crash,III  - Minor Crash,Road departure (left or right),Single vehicle conflict,
143062594,0,,1800,3300,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
150881514,0,2800,3700,5100,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
142005149,0,1500,2300,3000,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151610556,0,500,1400,1600,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
152216608,0,400,1300,1900,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
60633155,0,,4000,5300,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
35449256,0,6400,6700,7900,Crash,IV - Low-risk Tire Strike,Road departure (end),Single vehicle conflict,
151859392,0,0,2600,3000,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
151570542,0,600,1700,2400,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151859370,0,700,3100,3500,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151598169,0,600,800,1400,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with merging vehicle,
29858020,0,2700,3800,5000,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with merging vehicle,
136384213,0,700,2100,3600,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
29884807,0,1300,3800,5200,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151600664,0,0,1500,3400,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
143043187,0,800,1500,3100,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
151568763,0,,4800,5900,Crash,IV - Low-risk Tire Strike,Road departure (end),Single vehicle conflict,
151575002,0,2000,3100,3700,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
151900641,0,,5100,6800,Crash,IV - Low-risk Tire Strike,Road departure (end),Single vehicle conflict,
51722181,0,,6500,7300,Near-Crash,Not a Crash,"Rear-end, struck",Conflict with a following vehicle,
30883588,0,3600,6100,6900,Crash,III  - Minor Crash,Road departure (left or right),Single vehicle conflict,
135366764,0,1100,3700,5300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
142049281,0,1500,4000,5400,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
135124419,0,1400,1400,2900,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
151864909,0,2200,2600,3300,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
31297598,0,900,1800,4100,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
151864992,0,100,5100,8000,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151856569,0,900,3300,4600,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
31680402,0,2300,4600,5700,Crash,III  - Minor Crash,Other,Conflict with obstacle/object in roadway,
151587472,0,100,1700,2600,Near-Crash,Not a Crash,Animal-related,Conflict with animal,
151864776,0,700,1800,3000,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
61426987,0,1500,3300,6700,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
135449381,0,2200,3300,3900,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151607765,0,4100,4800,5000,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
151573025,0,4200,5400,6300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
151878870,0,1800,3200,5700,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
116168843,0,2400,4000,4600,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151553205,0,3400,3400,6700,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
30879207,0,1600,3800,4300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
150714381,0,4000,4300,5300,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,"A vehicle was traveling on a dry road in daylight with no adverse weather conditions. The road was in a business or industrial area and had very little traffic, allowing for free flow. However, the vehicle suddenly left the road, either veering to the left or right, due to a tire strike. This means that the vehicle's tire likely failed or hit something, causing the driver to lose control and leave the road. The incident involved only one vehicle and occurred under otherwise favorable driving conditions."
151579584,0,700,1200,2000,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
134903019,0,700,1300,2200,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
151586120,0,800,2400,3000,Near-Crash,Not a Crash,Animal-related,Conflict with animal,
133190017,0,2300,3200,3800,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
151864563,0,1500,2400,3200,Near-Crash,Not a Crash,Straight crossing path,Conflict with vehicle moving across another vehicle path (through intersection),
138361410,0,600,6500,8200,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
29880020,0,1700,2000,3000,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
29859067,0,,2400,3900,Crash,I - Most Severe,"Rear-end, struck",Conflict with a following vehicle,
151568542,0,4800,6200,6800,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151568708,0,500,1500,2600,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
151580961,0,400,3300,4300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
116224302,0,4100,5000,5600,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151859452,0,2700,5100,5900,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151580970,0,3100,3500,5300,Near-Crash,Not a Crash,Turn across path,Conflict with vehicle turning across another vehicle path (opposite direction),
135188218,0,,3600,5400,Crash,III  - Minor Crash,"Rear-end, struck",Conflict with a following vehicle,
135085756,0,700,3200,4300,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
151568506,0,,2300,8500,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
142005105,0,2000,3300,4500,Near-Crash,Not a Crash,Pedestrian-related,Conflict with pedestrian,
151878810,0,900,3200,4000,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151864809,0,2200,3600,4300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
143062743,0,2300,3400,4300,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
151586346,0,200,2000,2400,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
